College Name,District,Type,Branch,Category,Min Percentage (%),Approx Annual Fees,Hostel Facility,Hostel Fee
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Chemical Engineering,NT-D,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Chemical Engineering,VJ/DT,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Chemical Engineering,TFWS,85.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,OPEN,80.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,OBC,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,SC,70.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,ST,62.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,EWS,78.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,NT-A,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,NT-B,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,NT-C,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,NT-D,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,VJ/DT,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Mumbai",Mumbai Suburban,Government,Automobile Engineering,TFWS,85.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,OPEN,82.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,OBC,78.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,SC,72.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,ST,64.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,EWS,80.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,NT-A,75.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,NT-B,75.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,NT-C,75.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,NT-D,75.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,VJ/DT,75.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Computer Engineering,TFWS,87.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,OPEN,80.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,OBC,76.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,SC,70.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,ST,62.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,EWS,78.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,NT-A,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,NT-B,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,NT-C,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,NT-D,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,VJ/DT,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Information Technology,TFWS,85.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,OPEN,80.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,OBC,76.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,SC,70.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,ST,62.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,EWS,78.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,NT-A,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,NT-B,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,NT-C,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,NT-D,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,VJ/DT,73.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Artificial Intelligence & Data Science,TFWS,85.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,OPEN,76.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,OBC,72.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,SC,66.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,ST,58.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,EWS,74.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,NT-A,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,NT-B,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,NT-C,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,NT-D,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,VJ/DT,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electronics & Telecommunication,TFWS,81.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,OPEN,76.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,OBC,72.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,SC,66.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,ST,58.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,EWS,74.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,NT-A,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,NT-B,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,NT-C,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,NT-D,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,VJ/DT,69.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Electrical Engineering,TFWS,81.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,OPEN,74.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,OBC,70.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,EWS,72.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,NT-A,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,NT-B,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,NT-C,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,NT-D,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,VJ/DT,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Mechanical Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,OPEN,74.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,OBC,70.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,EWS,72.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,NT-A,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,NT-B,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,NT-C,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,NT-D,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,VJ/DT,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Civil Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,OPEN,74.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,OBC,70.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,EWS,72.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,NT-A,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,NT-B,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,NT-C,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,NT-D,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,VJ/DT,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Chemical Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,OPEN,74.0,"₹65,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,OBC,70.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,EWS,72.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,NT-A,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,NT-B,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,NT-C,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,NT-D,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,VJ/DT,67.0,"₹32,500 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Vivekanand Education Society Polytechnic, Chembur",Mumbai Suburban,Private (Aided/Un-Aided),Automobile Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",No (Local PG Available),"₹60,000 / year (PG)"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,OPEN,89.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,OBC,85.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,SC,79.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,ST,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,EWS,87.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,NT-A,82.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,NT-B,82.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,NT-C,82.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,NT-D,82.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,VJ/DT,82.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Computer Engineering,TFWS,94.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,OPEN,87.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,OBC,83.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,SC,77.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,ST,69.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,EWS,85.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,NT-A,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,NT-B,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,NT-C,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,NT-D,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,VJ/DT,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Information Technology,TFWS,92.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,OPEN,87.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,OBC,83.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,SC,77.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,ST,69.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,EWS,85.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,NT-A,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,NT-B,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,NT-C,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,NT-D,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,VJ/DT,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Artificial Intelligence & Data Science,TFWS,92.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Electronics & Telecommunication,OPEN,83.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Electronics & Telecommunication,OBC,79.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Pune",Pune,Government,Electronics & Telecommunication,SC,73.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
